Job Title,Company,Location,Time Of Work,Job Description
Senior Pipeline Engineer,John Wood Group PLC -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Senior Instrument and Control Engineer,John Wood Group PLC -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Computer Science · Information Technology (IT) · Software Testing · Quality Assurance · Software Development · Engineering
Business Analyst,DXC.technology -,"Cairo, Egypt ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering
Graduate Process Engineer (UAE National),John Wood Group PLC -,"Dubai, United Arab Emirates ",Full Time,Not specified · Manufacturing/Production · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Production · Electrical Engineering · Mechatronics · Industrial Engineering · Information Technology (IT)
SOC Analyst – Level 1- KSA,IT Security C&T -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · customer service · analysis · engineering · operations · research
SOC Analyst Level 2,IT Security C&T -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · analysis · engineering · analyst · siem · management
Senior Full Stack Developer (.Net Core - MVC),Dynamicslink -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · .Net · ASP.Net · Computer Science · CSS · Information Technology (IT) · JavaScript · jQuery · Software Development · Programming
Senior Oracle Apps Functional Consultant,Al Ahly capital holding - Al Ahly Tamkeen -,"Zamalek, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Functional · Computer Science · Functional consultant · Consultant · Oracle Apps
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems -,"Cairo, Egypt ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · AWS · Computer Science · DevOps · Information Technology (IT) · Ansible · Python
"Performance Manager Riyadh, Na",GroupM -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · microsoft office · management · marketing · analysis
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH -,"New Capital, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Database · SQL · Telecom Engineering · Software Development
Network Technical Support,IT Pillars -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Technical Support · IT Support · Networks · Customer Service · Customer Care
Information Security Senior Supervisor,Xceed Contact Center -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CISSP · CISM · Computer Engineering · Computer Science · Information Security · Information Technology (IT) · Security · Software
Senior Automation Specialist,Giza Arabia Systems -,"Cairo, Egypt ",Full Time,Not specified · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media
Sales Specialist (IT Solutions),Injaz Tech for advanced systems -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · account manager · Sales Target · IT · Business Administration · Communication · sales skills
Field Service Specialist (Oil & Gas): Dammam Saudi Arabia,"National Oilwell Varco, Inc. -","Riyadh, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · Installation/Maintenance/Repair · IT/Software Development · Customer Service · Customer Support · Customer Care · Engineering · Sales · Microsoft Office · Call Center
Group IT Manager,TEPCO S.A.E. -,"6th of October, Giza, Egypt ",Full Time,Manager · 10 - 20 Yrs of Exp · IT/Software Development · Information Technology (IT) · Networking · Project Management · SAP · Active Directory · AWS · Communication · Cisco · Computer Engineering
"Senior Engineer, Mechanical",ADNOC (Abu Dhabi National Oil Company) -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Information Technology (IT) · Computer Science · Software Engineering · Electrical Engineering · Software Development
Manager – Business Support,ADCB Abu Dhabi Commercial Bank -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Business Development · Customer Service/Support · Sales/Retail · Business Development · Sales · Sales Skills · Customer Support · Customer Service · Customer Care · Marketing
Manpower Administration Specialist,Professional Recruitment -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · Human Resources · IT/Software Development · Administration · Microsoft Office · Admin · Office Management · Business Administration · English · Information Technology (IT)
Macro Research Analyst,Multisig Media -,"Dubai, United Arab Emirates ",Full Time,Not specified · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Research · Analysis · Market Research · Marketing · Business Administration · Economics · Accounting
KYC Compliance Analyst (Mandarin Speaking),Charterhouse Middle East -,"Dubai, United Arab Emirates ",Full Time,Not specified · Accounting/Finance · IT/Software Development · Analyst/Research · finance · accounting · information technology (it) · computer science · analysis · research · kyc
HR Consultant,Oracle - Egypt -,"Kuwait City, Kuwait ",Full Time,Not specified · Human Resources · IT/Software Development · Strategy/Consulting · Human Resources (HR) · Consulting · Information Technology (IT) · Microsoft Office · Business · Computer Science · ERP
"Vendor Consultant - Italian Speakers, AVS-NOP",Amazon MENA -,"Cairo, Egypt ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · information technology (it) · computer science · sales · project management · english · management
Product Manager,Marn -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · Product Management · Marketing · Sales · Information Technology (IT) · Computer Science · Project Management · Sales Skills
Product Manager – UX / UI,Riyadh Air -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UX · UI · Information Technology (IT) · Product Management · Agile · Design · Computer Science
Field Engineer I - Directional Drilling,"Halliburton Energy Services, Inc. -","Cairo, Egypt ",Full Time,Not specified · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering · Information Technology (IT) · Computer Science · Maintenance · Installation · Mechanical Engineering
"Manager, Regulatory Compliance & Assurance",Al Hilal Bank -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Accounting/Finance · Legal · Pharmaceutical · Compliance · Accounting · Finance · Regulatory Affairs · Legal · Microsoft Office · Pharmacy
Manager Flight Operations Engineering and Aircraft Performance,Riyadh Air -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · engineering · information technology (it) · computer science · mechanical engineering · microsoft office · management · software
Infrastructure Team Leader,Shatta -,"New Nozha, Cairo, Egypt ",Full Time,Experienced · 8 - 15 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Networks
SOC Analyst,Link Datacenter -,"Giza, Egypt ",Full Time,Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · CEH · Information Technology (IT) · Security Operations · Security · SIEM · SOC
Network Administrator,ABANA Enterprises Group Co -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Network Administration · Networks · Engineering · Networking · System Administration
Sea Logistics Expert- Systems and process,Kuehne & Nagel Logistics -,"Cairo, Egypt ",Full Time,Not specified · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology · logistics · supply chain · information technology (it) · computer science · customer service · management · english
Infrastructure Manager,Raya Holding for Financial Investments -,"Cairo, Egypt ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Infrastructure · Information Technology (IT) · Engineering · Computer Science · Project Management · Civil Engineering · Management
"Manager, Enterprise Asset Management - Supply Chain & Operations",Ernst & Young - MENA -,"Doha, Qatar ",Full Time,Manager · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Customer Service · Sales · Sales Skills · Accounting · Customer Care
MATERIALS ENGINEER,Air Products (Middle East) FZE -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Production · Manufacturing · Sales · Civil Engineering · Construction
IT Engineer,SE Wiring Systems EGYPT -,"6th of October, Giza, Egypt ",Full Time,Entry Level · 0 - 2 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Engineering · English · Computer · Communication Skills
Odoo Implementer,365 Ecology -,"Sheikh Zayed, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Development · ERP · Computer Science · Software Development · Odoo ERP · Odoo · Software
Sage Developer,Axe Staffing & Recruiting -,"Dubai, United Arab Emirates ",Full Time,Not specified · Accounting/Finance · IT/Software Development · Operations/Management · financial analysis · financial management · accounting · finance · sage · business · computer science
Project Management Officer PMO,"Thales e-Security, Inc. -","Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · PMO · Computer Science · Information Technology (IT) · Civil Engineering · Communication Skills · Engineering
Healthcare Senior Presales Consultant,Giza Arabia -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Information Technology (IT) · Computer Science · Sales Skills · Presales · Engineering · RFP
Health Information Specialist - Coding,Eastern Health Cluster -,"Dammam, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Quality · Quality Control · Quality Assurance · HSE
Corrosion Engineer II,Yanbu Aramco Sinopec Refining Company (YASREF) -,"Yanbu, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Telecommunication · SQL · .NET · Software Engineering
Project Coordinator - BC,Giza Arabia -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · IT/Software Development · Project/Program Management · Project Management · Administration · Microsoft Office · Project Coordination · Information Technology (IT) · Engineering · Localization
Senior Mechanical Engineer - Shuaibah Cluster,NOMAC -,"Riyadh, Saudi Arabia ",Full Time,Experienced · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Information Technology (IT) · Computer Science · Software Engineering · Electrical Engineering · Software Development
Senior Technical Safety Engineer,Wood -,"Dubai, United Arab Emirates ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Mechanical/Electrical · Engineering · Technical Office · AutoCAD · Civil Engineering · Architecture · Electrical Engineering · Microsoft Office
Senior Manager - Assessment Design & Delivery,Transguard group -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Project/Program Management · Sales/Retail · Sales · Sales Skills · Customer Service · Project Management · Marketing · Information Technology (IT) · Customer Support
Graduate Trainee Engineer - UAE National,ALSTOM Transmission & Distribution -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Mechanical Engineering · Electrical Engineering · Maintenance · C#
Professional Software Engineer,Weatherford - United Kingdom -,"Kuwait City, Kuwait ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Software Testing · Software
Landscape Service Manager,Rentokil Initial plc -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Operations/Management · Customer Service · Customer Care · Customer Support · Management · Information Technology (IT) · Microsoft Office · Sales
Network Instructor1,MICA -,"Haram, Giza, Egypt ",Full Time,Entry Level · IT/Software Development · Education/Teaching · Training/Instructor · CCNA · Cisco · Cisco CCNA · Computer Science · Electronics · Engineering · firewalls
Senior Frontend Developer- Angular,Egabi FSI -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · javaScript · CSS · CSS3 · Software Development · Angular2+ · Angular
Regulatory Affairs Manager,dkt Egypt -,"Nasr City, Cairo, Egypt ",Full Time,Manager · 8 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Pharmaceutical · Pharmaceutical · Regulatory Affairs · Science · Pharmacy · Vet · Management
Full Stack Developer - MERN,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Computer Science · AWS · HTML · JavaScript · React · CSS · Node.js · RESTful APIs · Testing
Call Dispatcher & Tech. Support,Confidential -,"New Heliopolis, Cairo, Egypt ",Full Time,Experienced · 0 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Customer Service · Technical Support · Communication · MCSA · Computer Science · Communication skills · dispatching · English
IT Specialist,Confidential -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · MCSA · network · Network Administration · networks · Technical Support · Computer Science
Mid Level Testing Engineer,Octane solutions  -,"Cairo, Egypt ",Full Time,Experienced · 2 - 3 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Agile · Automation · computer · Computer Science · Engineering · Information Technology (IT) · quality
Product Owner,Ajar -,"Kuwait City, Kuwait ",Full Time,Not specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Agile · Software Development · Business Analysis · Engineering · Computer Engineering
Front End Developer (Vue.js),Dafa -,"Haram, Giza, Egypt ",Full Time,Experienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · Information Technology (IT) · JavaScript · Programming · SEO · Software Development · Web Development
Senior Specialist - Credit Support,ADCB Abu Dhabi Commercial Bank -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media
Assurance Graduates - All KSA,PwC - United Arab Emirates -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Quality · Pharmaceutical · quality assurance · quality control · science · quality · engineering · accounting · finance
Assurance Graduate - UAE,PwC - United Arab Emirates -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Quality · Pharmaceutical · quality assurance · quality control · science · quality · engineering · accounting · finance
SAP Admin / IT Admin,Nature's Rule Egypt LLC  -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Computer Science · database administration · Information Technology (IT) · SAP · System Administration
System Administrator,Nour Eldin Elsherif for Trading vehicles -,"Sheikh Zayed, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · ERP · System Administration
Assurance Graduates - Kuwait,PwC - United Arab Emirates -,"Kuwait City, Kuwait ",Full Time,Not specified · IT/Software Development · Quality · Pharmaceutical · quality assurance · quality control · science · quality · engineering · medical · accounting
QA/QC Engineer,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · QC · QA · Quality · Engineering · Computer Science
Assurance Graduates - Qatar,PwC - United Arab Emirates -,"Doha, Qatar ",Full Time,Not specified · IT/Software Development · Quality · Pharmaceutical · quality assurance · quality control · science · quality · engineering · accounting · finance
Senior Specialist - Credit Support (For UAE Nationals),ADCB Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates ",Full Time,Not specified · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media
Senior Flutter Developer - iOS/Swift Background,GET Group- Egypt -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Information Technology (IT) · Software Development · flutter · Computer Science · Software Engineering · SDLC · HTML · CSS · Firebase
Quality Manager,Nature's Rule Egypt LLC  -,"Badr City, Cairo, Egypt ",Full Time,Manager · 10+ Yrs of Exp · Quality · Engineering - Other · Agriculture · Engineering · English · quality · Quality Assurance · Quality Management · Quality Control · Safety
Sr. Regulatory Affairs Specialist,Nature's Rule Egypt LLC  -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 5+ Yrs of Exp · Administration · Medical/Healthcare · Pharmaceutical · Pharmacy · Regulatory Affairs · NFSA · Pharmaceutical · Science · Compliance · regesteration
Senior Cost Engineer,Wood -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Civil Engineering
Senior React Developer,Arabian Advanced Systems -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · React · javaScript · CSS · Git · HTML5
Odoo Developer,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Agile · JavaScript · ERP · Information Technology (IT) · Computer Science · Development · PostgreSQL · Odoo · Python
"Customer Success Engineer Abu Dhabi, United Arab Emirates","National Oilwell Varco, Inc. -","Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · Marketing/PR/Advertising · Media/Journalism/Publishing · startup · customer service · customer support · call center · computer science · engineering · sales
Project Manager - IT Infrastructure,ManpowerGroup Middle East -,"Dubai, United Arab Emirates ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Management · Computer Science · Civil Engineering · Microsoft Office
IT Technology Associate - Riyadh (Nationals only),Ernst & Young - MENA -,"Riyadh, Saudi Arabia ",Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Installation · Software Engineering · Technical Support · Networking · Help Desk
"Chemist, Lab (Ghuwaifat Border-Sila)",ADNOC (Abu Dhabi National Oil Company) -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · R&D/Science · Medical/Healthcare · Quality · Chemistry · Science · Chemist · Lab · Lab Chemist · Laboratory · QC
Senior Maintenance Engineer / Agricultural Company,Confidential -,"Aswan, Aswan, Egypt ",Full Time,Experienced · 5 - 15 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Other · Agricultural · Computer Science · Design · Engineering · Information Technology (IT) · Maintenance · mechanics
Web Developer - Excrin Think Labs,Qureos -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Web Development · Software Development · javaScript · Software Engineering · CSS
Android developer - Aricrypta,Qureos -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Android · Information Technology (IT) · Computer Science · Software Development · Software Engineering · iOS · Mobile Development
Medical Laboratory Technician,Fursaty Careers/Learn to B HR Consultancy -,"Sharjah, United Arab Emirates ",Full Time,Not specified · R&D/Science · Medical/Healthcare · Sales/Retail · Medical · Sales · Sales Skills · Sales Target · Biochemistry · Medical Equipment · Customer Care
Software Developer,Confidential -,"Cairo, Egypt ",Part Time,Experienced · 0 - 5 Yrs of Exp · IT/Software Development · Agile · Computer Science · Java · Programming · Software Development · Software Engineering · Design · SQL · Software
FIELD ENGINEER - (UAE National),Weatherford - United Kingdom -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering · Maintenance · Installation · Mechanical Engineering · Information Technology (IT) · Computer Science
HSE Officer,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · Quality · Engineering - Oil & Gas/Energy · HSE · Safety · Quality · Microsoft Office · OSHA · Engineering · Health
Manager – Enterprise System – HCM,DP World -,"Dubai, United Arab Emirates ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · software · oracle · erp
Cyber Security Analyst,"HealthPlan Services, Inc. -","Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Cyber Security · Telecommunication · Linux · Networks
Senior Business Analyst,Confidential -,"Al Bahah, Saudi Arabia ",Full Time,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Business Analysis · Information Technology (IT) · Computer Science
Senior Network Security Engineer,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · IT · Network Security · Computer Engineering · Software
ADMINISTRATIVE COORDINATOR I,King Faisal Specialist Hospital & Research Centre -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · IT/Software Development · Logistics/Supply Chain · Administration · Admin · Microsoft Office · Office Management · Secretary · Business Administration · English
Senior Planning Engineer,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Civil Engineering · Mechanical Engineering
IT Help Desk,Delta Egypt For Lighting  -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · computer · Computer Science · Help desk · Information Technology (IT) · IT · SAP · ERP
Chief Technology Officer (CTO),Confidential -,"Cairo, Egypt ",Full Time,Senior Management · 12+ Yrs of Exp · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Budgets · Communication · Computer Engineering · Computer Science · Engineering · CTO · Information Technology (IT)
Quality Control Manager,MTI Agri -,"Altall Alkabir, Ismailia, Egypt ",Full Time,Manager · 5 - 10 Yrs of Exp · Other · Agriculture · Analysis · Communication skills · Data Analysis · MS Office · Quality Assurance · Quality Control · ISO · quality
Senior QA/QC Inspector,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Quality · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Quality Assurance · Quality Control · Engineering · Mechanical Engineering · QA · QC · Quality
Technician - Respiratory,Sidra Medicine -,"Doha, Qatar ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical · Maintenance · Information Technology (IT) · Computer Science · Engineering · Installation · Mechanical Engineering · Technical Support
Senior QA/QC Engineer,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Computer Science · Information Technology (IT) · Software Testing · QC · Testing
Manager – Technical Service Structures,Riyadh Air -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · sales · project management · management · technical support
Manager – Cabin Crew Training & Standards,Riyadh Air -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · engineering · information technology (it) · computer science · microsoft office · management · operations · quality
Project Controller Associate,Schneider Electric - Egypt -,"Cairo, Egypt ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Civil Engineering · PMP · Information Technology (IT) · Computer Science · Construction
Project Engineer,Giza Arabia Systems -,"Cairo, Egypt ",Full Time,Not specified · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Engineering · Civil Engineering · Construction · Information Technology (IT) · Computer Science · Architecture
Senior Supply Chain Digitalization Manager,UrbaCon Contracting & Trading Company -,"Doha, Qatar ",Full Time,Not specified · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Supply Chain · Logistics · Purchasing · Management · Procurement · Supply Chain Management · Warehousing
SOC Analyst,Cyber Gate Defense -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Technical Analysis · Computer Science · SIEM · IDS Systems · TCP/IP · cyber Security
Senior Technical Project Owner,9H Capital  -,"Cairo, Egypt ",Full Time,Experienced · 8 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · business · Commercial · Communication · Computer Science · Engineering · English
Backend Developer Internship,WUZZUF -,"Maadi, Cairo, Egypt ",Internship,Entry Level · IT/Software Development · Engineering - Telecom/Technology · APIs · AWS · Computer Science · Docker · Git · Information Technology (IT) · Laravel · MySQL
Front End Developer,WUZZUF -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · CSS · Engineering · Git · HTML · Information Technology (IT)
senior backend node.js developer,Confidential -,"Hadayek Alahram, Giza, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Node.js · Software Development · Github · SOLID OOP Principles · MongoDB · Python · Software Engineering
Junior Product Manager,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Agile · business · Commerce · Computer Science · Engineering · Information Technology (IT) · Marketing · Product · Management
WordPress Software Engineer (8+ years Experience),9H Capital  -,"Cairo, Egypt ",Work From Home,Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · Software · Computer Science · Software Development · Web Development · PHP · MySQL · Software Engineering
Quality Assurance Specialist,Elle cosmetics -,"6th of October, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · Quality · Pharmaceutical · quality · Sciences · Cosmetics · IPC · Quality Assurance · Quality Control · Pharmaceutical · QA
Product/Project Manager,Travolic.LLc -,"New Cairo, Cairo, Egypt ",Full Time,Senior Management · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Agile · Market Research · Product Management · Project Management · English · business · Computer Science · Information Technology (IT)
Senior Python Developer,WORLD OF BUSINESS  -,"Sidon, Lebanon ",Full Time,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Azure · Computer Vision · pyhton · artficialintelligence · Software Development · Data Structure · Machine Learning · Data Analysis · SQL
